,institution_main,professors,associateprof,assistantprof,instructors,lecturers,state,instlevel,instcontrol,hbcuflag,tribalflag,degofurbanization,instsize,gradrate4yrs,gradrate5yrs,gradrate6yrs,transferrate,gradrate,instructionalstaff,researchstaff,publicservicestaff,academicaffairstaff,publicflag,postsecondaryflag,yearsofcollegerequired,inststatus,postsecondaryprimary,activeflag,titleiveligible,admissionsmen,admissionswomen,admissionstotal,applicantsmen,applicantswomen,applicantstotal,enrolledmen,enrolledwomen,enrolledtotal,retentionrate_fulltime,retentionrate_parttime,studenttofacultyratio,associatesflag,bachelorsflag,mastersflag,phdresearchflag,phdproflag,predominantdemo_bachelors,predominantdemo_masters,predominantdemo_phd,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
1315,Montana State University Billings,28,29,40,7,38,MT,1,1,2,2,12,2,11,23,26,22,28,168,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,52,41,19,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1316,Montana State University-Northern,14,6,27,4,0,MT,1,1,2,2,33,2,25,33,35,20,35,62,2,2,8,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,71,7,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1317,Montana Technological University,37,32,28,32,0,MT,1,1,2,2,33,2,30,51,56,19,57,125,31,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,71,7,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1318,Montclair State University,202,214,130,0,0,NJ,1,1,2,2,21,5,45,65,68,6,68,976,0,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,71,7,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1319,Montreat College,13,8,17,0,0,NC,1,2,2,2,21,1,28,32,34,20,34,91,0,0,39,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,71,7,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1320,Montserrat College of Art,11,5,1,0,0,MA,1,2,2,2,21,1,52,64,64,20,64,37,0,0,14,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,77,45,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1321,Moody Bible Institute,35,9,13,11,0,IL,1,2,2,2,11,2,49,61,63,20,62,120,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,77,45,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1322,Moore College of Art and Design,4,9,10,1,0,PA,1,2,2,2,11,1,51,55,55,23,55,56,0,0,11,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,77,45,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1323,Moravian College,35,52,61,9,6,PA,1,2,2,2,13,2,66,69,69,21,69,234,0,0,5,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,77,45,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1324,Morehouse College,33,59,40,5,0,GA,1,2,1,2,11,2,40,53,56,20,56,140,4,21,9,1,1,-2,A,1,1,1,1727,4188,5915,3315,6876,10191,163,310,473,56,0,19,0.0,1,0,0,0,Black,Asian,White,455,625,502,661,22,22,23,27,22,24
1325,Morehouse School of Medicine,74,64,78,20,0,GA,1,2,1,2,11,1,22,34,71,20,50,262,6,5,196,1,1,-2,A,1,1,1,7,51,58,10,71,81,4,42,46,89,45,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1326,Morgan Community College,0,0,0,0,0,CO,1,1,2,2,33,2,22,34,71,12,47,58,0,0,13,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,16,91,6,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1327,Morgan State University,75,169,79,2,103,MD,1,1,1,2,11,3,20,39,46,29,46,478,27,7,24,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,22,45,21,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1328,Morris College,6,6,9,1,0,SC,1,2,1,2,13,1,8,22,26,36,26,27,0,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,59,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1329,Mount Aloysius College,10,18,17,14,0,PA,1,2,2,2,31,2,32,40,40,30,46,93,0,0,8,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,29,14,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1330,Mount Carmel College of Nursing,1,13,27,13,0,OH,1,2,2,2,11,1,73,78,80,20,80,74,0,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,49,39,19,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1331,Mount Holyoke College,69,49,47,5,36,MA,1,2,2,2,21,2,80,84,84,13,84,218,0,0,56,1,1,-2,A,1,1,1,4568,6837,11405,5395,7868,13263,823,900,1723,70,46,20,0.0,1,1,0,0,White,White,White,470,580,460,570,17,24,15,23,16,24
1332,Mount Marty University,8,12,22,3,0,SD,1,2,2,2,33,2,43,53,53,32,53,64,0,0,13,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,14,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1333,Mount Mary University,9,18,30,5,0,WI,1,2,2,2,11,2,31,50,51,32,51,100,0,0,14,1,1,-2,A,1,1,1,589,-347,3247,0,0,0,814,17,1515,82,45,4,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1334,Mount Mercy University,13,22,45,0,4,IA,1,2,2,2,12,2,49,57,57,20,57,117,0,0,17,1,1,-2,A,1,1,1,100,-347,100,105,0,105,80,17,80,65,45,30,1.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
1335,Mount Saint Joseph University,14,23,38,22,0,OH,1,2,2,2,21,2,44,53,55,20,55,137,0,0,30,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,23,57,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1336,Mount Saint Mary College,23,29,22,10,2,NY,1,2,2,2,13,2,49,60,60,20,60,140,0,0,12,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,14,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1337,Mount Saint Mary's University,35,37,43,12,0,CA,1,2,2,2,11,2,43,59,63,31,59,222,0,0,40,1,1,-2,A,1,1,1,742,817,1559,1094,1069,2163,175,177,352,89,45,10,0.0,1,0,0,0,White,Asian,White,560,660,540,680,26,32,26,34,25,29
1338,Mount St. Mary's University,27,48,31,0,21,MD,1,2,2,2,31,2,59,63,63,32,63,168,0,0,0,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,14,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1339,Mount Vernon Nazarene University,21,10,25,2,0,OH,1,2,2,2,32,2,55,61,62,25,62,171,0,0,11,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,45,13,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1340,Muhlenberg College,62,39,57,0,24,PA,1,2,2,2,12,2,79,80,81,20,81,229,4,41,14,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,45,8,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1341,Murray State University,97,89,158,98,0,KY,1,1,2,2,33,3,34,50,53,20,53,469,0,22,25,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,60,45,11,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1342,Musicians Institute,0,0,0,53,0,CA,1,3,2,2,11,1,38,44,44,20,50,94,0,0,32,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,8,1.0,1,0,0,0,Hispanic,Asian,White,455,625,502,661,22,22,23,27,22,24
1343,Muskingum University,26,35,27,1,0,OH,1,2,2,2,32,2,42,55,56,6,56,116,0,5,16,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,51,24,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1344,Naropa University,13,18,16,10,0,CO,1,2,2,2,12,1,17,28,32,43,31,98,0,0,27,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,51,24,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1345,Nashotah House,2,1,4,1,0,WI,1,2,2,2,21,1,22,34,71,20,50,11,0,0,3,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,51,24,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1346,National American University-Albuquerque West,166,182,201,56,19,NM,1,3,2,2,11,-1,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,51,24,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1347,National American University-Bellevue,166,182,201,56,19,NE,1,3,2,2,21,-1,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1348,National American University-Colorado Springs South,166,182,201,56,19,CO,1,3,2,2,11,-1,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,20,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1349,National American University-Ellsworth AFB Extension,166,182,201,56,19,SD,1,3,2,2,31,1,0,0,0,20,0,2,0,0,1,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1350,National American University-Garden City,166,182,201,56,19,KS,1,3,2,2,33,-1,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,20,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1351,National American University-Georgetown,166,182,201,56,19,TX,1,3,2,2,13,1,0,0,0,20,20,2,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,45,29,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1352,National American University-Harold D. Buckingham Graduate School,166,182,201,56,19,SD,1,3,2,2,13,-1,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,57,33,24,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1353,National American University-Indianapolis,166,182,201,56,19,IN,1,3,2,2,11,-1,22,34,71,20,50,-149,-5,74,60,1,2,-2,A,2,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1354,National American University-Killeen,166,182,201,56,19,TX,1,3,2,2,12,-1,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1355,National American University-Kings Bay,166,182,201,56,19,GA,1,3,2,2,41,1,22,34,71,20,50,0,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,90,45,24,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1356,National American University-Mesquite,166,182,201,56,19,TX,1,3,2,2,21,-1,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,45,17,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1357,National American University-Rapid City,0,0,0,0,0,SD,1,3,2,2,13,2,0,0,0,20,19,84,0,0,48,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,96,45,14,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1358,National American University-Richardson,166,182,201,56,19,TX,1,3,2,2,12,-1,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,13,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1359,National Louis University,17,51,109,0,6,IL,1,2,2,2,11,3,11,11,22,33,22,324,0,0,98,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,44,45,21,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1360,National Paralegal College,166,182,201,56,19,AZ,1,3,2,2,11,1,10,10,10,20,36,13,0,0,11,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,87,45,14,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1361,National University,95,56,47,13,0,CA,1,2,2,2,11,4,4,18,43,7,47,975,0,0,133,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,94,45,22,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1362,National University of Health Sciences,14,9,15,19,0,IL,1,2,2,2,21,1,22,34,71,20,50,72,1,5,4,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,61,45,12,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1363,National University of Natural Medicine,7,7,12,0,0,OR,1,2,2,2,11,1,22,34,71,20,50,43,4,0,4,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,33,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1364,Navajo Technical University,3,17,35,20,7,NM,1,1,2,1,43,2,0,7,13,20,9,116,0,1,28,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,18,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1365,Naval Postgraduate School,91,75,48,0,80,CA,1,1,2,2,22,2,22,34,71,20,50,310,163,0,40,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,95,45,23,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1366,Nazarene Bible College,0,0,0,0,0,CO,1,2,2,2,11,1,0,100,100,11,56,38,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,39,23,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1367,Nazareth College,68,45,68,2,0,NY,1,2,2,2,21,2,61,70,71,23,71,274,0,0,19,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,22,17,0.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
1368,Nebraska Christian College of Hope International University,166,182,201,56,19,NE,1,2,2,2,41,-1,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,45,24,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1369,Nebraska Wesleyan University,41,23,31,9,0,NE,1,2,2,2,11,2,53,62,63,27,63,134,0,0,9,1,1,-2,A,1,1,2,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,1,1,0,1,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1370,Ner Israel Rabbinical College,13,0,0,0,0,MD,1,2,2,2,21,1,31,45,50,10,50,13,1,0,8,1,1,-2,A,1,1,1,2,3,5,3,5,8,1,3,4,80,45,8,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1371,Neumann University,22,29,39,5,0,PA,1,2,2,2,21,2,31,48,51,20,51,136,0,0,29,1,1,-2,A,1,1,1,0,1,1,1,5,6,814,1,1,82,100,11,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1372,Neumont College of Computer Science,0,0,0,12,0,UT,1,3,2,2,12,1,64,66,67,20,67,17,0,0,17,1,1,-2,A,1,1,1,3,21,24,3,21,24,1,8,9,0,0,10,0.0,1,0,0,0,Black,Asian,White,455,625,502,661,22,22,23,27,22,24
1373,Nevada State College,6,24,38,0,38,NV,1,1,2,2,41,3,8,19,23,35,23,210,0,0,0,1,1,-2,A,1,1,1,589,6,6,0,16,17,814,3,3,100,45,12,0.0,1,0,0,0,Black,Asian,White,455,625,502,661,22,22,23,27,22,24
1374,New Brunswick Theological Seminary,1,4,3,0,0,NJ,1,2,2,2,13,1,22,34,71,20,50,16,0,0,6,1,1,-2,A,1,1,1,4,40,44,4,44,48,2,19,21,60,67,20,0.0,1,1,0,1,White,White,White,455,625,502,661,22,22,23,27,22,24
1375,New College of Florida,31,25,45,4,0,FL,1,1,2,2,13,1,56,62,64,29,64,114,0,0,4,1,1,-2,A,1,1,1,1,8,9,2,15,17,1,5,6,50,45,21,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1376,New England College,24,20,22,4,0,NH,1,2,2,2,42,2,21,23,23,20,21,236,0,0,34,1,1,-2,A,1,1,1,1,9,10,1,10,11,0,7,7,50,45,17,0.0,1,0,0,0,Asian,Asian,White,455,625,502,661,22,22,23,27,22,24
1377,New England College of Optometry,9,14,26,0,0,MA,1,2,2,2,11,1,22,34,71,20,50,56,5,0,3,1,1,-2,A,1,1,1,589,3,3,0,3,3,814,3,3,82,45,9,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1378,New England Culinary Institute,166,182,201,56,19,VT,1,3,2,2,32,1,72,72,72,20,65,1,0,0,0,1,1,-2,A,1,1,1,1,13,14,1,18,19,0,9,9,50,100,9,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1379,New England Institute of Technology,18,32,44,22,0,RI,1,2,2,2,21,2,22,34,71,20,48,180,0,0,54,1,1,-2,A,1,1,1,0,5,5,1,5,6,814,4,4,75,0,12,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1380,New England Law-Boston,23,1,0,3,0,MA,1,2,2,2,11,1,22,34,71,20,50,46,14,0,3,1,1,-2,A,1,1,1,1,16,17,1,16,17,1,12,13,100,45,12,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1381,New Hope Christian College-Eugene,166,182,201,56,19,OR,1,2,2,2,12,1,21,25,25,30,27,0,0,0,1,1,1,-2,A,1,1,1,589,1,1,0,3,3,814,0,0,0,45,13,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1382,New Jersey City University,79,87,74,0,0,NJ,1,1,2,2,11,3,13,29,36,32,36,396,0,0,200,1,1,-2,A,1,1,1,1,20,21,1,30,31,0,9,9,64,29,8,0.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1383,New Jersey Institute of Technology,135,98,81,1,129,NJ,1,1,2,2,11,4,41,65,70,23,70,558,51,0,33,1,1,-2,A,1,1,1,2,23,25,2,27,29,1,9,10,60,33,9,0.0,1,0,0,0,Black,Asian,White,455,625,502,661,22,22,23,27,22,24
1384,New Mexico Highlands University,25,29,48,24,0,NM,1,1,2,2,33,2,20,25,29,44,29,157,0,0,48,1,1,-2,A,1,1,1,589,7,7,0,11,11,814,3,3,100,45,13,0.0,1,0,0,0,Black,Asian,White,455,625,502,661,22,22,23,27,22,24
1385,New Mexico Institute of Mining and Technology,39,41,40,13,0,NM,1,1,2,2,33,2,30,49,54,20,54,147,6,0,33,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1386,New Mexico State University-Main Campus,206,180,226,4,0,NM,1,1,2,2,22,4,26,46,51,20,51,710,44,129,43,1,1,-2,A,1,1,1,357,1168,1525,407,1307,1714,84,192,276,81,20,10,1.0,1,1,0,1,Asian,Asian,White,500,580,460,560,18,23,17,22,17,24
1387,New Orleans Baptist Theological Seminary,41,6,6,0,0,LA,1,2,2,2,11,2,5,5,9,20,9,90,0,0,22,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,23,10,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1388,New Saint Andrews College,166,182,201,56,19,ID,1,2,2,2,32,1,31,58,65,20,69,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,71,12,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1389,New York Academy of Art,6,0,0,0,0,NY,1,2,2,2,11,1,22,34,71,20,50,29,0,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,33,45,5,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1390,New York Chiropractic College,10,13,11,6,0,NY,1,2,2,2,32,1,22,34,71,20,50,56,0,0,13,1,1,-2,A,1,1,1,1338,1449,2787,1545,1728,3273,260,169,429,79,67,14,1.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
1391,New York College of Health Professions,166,182,201,56,19,NY,1,2,2,2,21,1,22,34,71,34,41,21,0,0,5,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,25,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1392,New York College of Podiatric Medicine,10,8,3,9,0,NY,1,2,2,2,11,1,22,34,71,20,50,31,0,0,1,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,62,36,22,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1393,New York College of Traditional Chinese Medicine,166,182,201,56,19,NY,1,2,2,2,21,1,22,34,71,20,50,14,0,0,3,1,1,-2,A,1,1,1,3106,5197,8303,5440,8812,14252,613,973,1586,85,75,12,0.0,1,1,1,1,White,White,White,590,670,580,680,25,30,25,33,24,29
1394,New York Film Academy,0,0,0,95,0,CA,1,3,2,2,12,2,33,33,33,1,56,268,1,1,78,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,45,11,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1395,New York Institute of Technology,60,151,119,8,0,NY,1,2,2,2,21,3,33,48,50,27,50,515,0,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,45,4,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1396,New York Law School,32,7,2,4,0,NY,1,2,2,2,11,2,22,34,71,20,50,75,0,0,24,1,2,-2,A,2,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,89,45,5,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1397,New York Medical College,117,64,132,24,0,NY,1,2,2,2,21,2,22,34,71,20,50,345,194,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,84,45,18,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1398,New York School of Interior Design,166,182,201,56,19,NY,1,2,2,2,11,1,20,80,80,20,62,34,0,0,6,1,1,-2,A,1,1,1,21,70,91,83,281,364,6,21,27,73,50,9,1.0,1,1,0,0,Black,Black,White,455,625,502,661,22,22,23,27,22,24
1399,New York Theological Seminary,5,4,2,0,0,NY,1,2,2,2,11,1,22,34,71,20,50,11,0,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,21,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1400,New York University,1735,1380,2153,325,212,NY,1,2,2,2,11,5,79,86,88,6,88,7256,1082,13,1030,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,66,50,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1401,Newberry College,16,21,37,2,0,SC,1,2,2,2,32,2,38,51,52,20,52,87,0,0,14,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,64,45,17,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1402,Newman University,13,27,34,8,0,KS,1,2,2,2,11,2,38,46,47,20,47,132,0,0,2,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,0,1,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1403,Newschool of Architecture and Design,5,7,3,0,1,CA,1,3,2,2,11,1,6,37,40,20,40,43,0,0,5,1,1,-2,A,1,1,1,894,1770,2664,1620,3330,4953,222,382,604,70,100,13,0.0,1,1,0,1,White,White,White,500,600,490,570,19,24,19,24,17,24
1404,Niagara University,46,62,30,7,0,NY,1,2,2,2,21,2,71,76,77,20,77,239,0,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,44,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1405,Nicholls State University,39,50,96,74,0,LA,1,1,2,2,13,3,22,40,44,28,45,291,0,0,21,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,8,1.0,1,1,0,1,Black,Black,White,455,625,502,661,22,22,23,27,22,24
1406,Nichols College,6,27,19,0,0,MA,1,2,2,2,21,2,51,55,55,12,55,84,0,0,26,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,93,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1407,Nightingale College,0,0,87,1,0,UT,1,3,2,2,12,2,22,34,71,20,37,97,0,0,63,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,59,13,1.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
1408,Norfolk State University,78,59,82,23,0,VA,1,1,1,2,12,3,17,32,40,19,39,282,0,0,105,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,68,75,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
1409,North American University,1,3,6,4,5,TX,1,2,2,2,21,1,49,53,53,14,53,26,0,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,42,19,5,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
