institution,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
Paul Mitchell the School-San Jose,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-San Jose,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-San Jose,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Schenectady,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Sherman Oaks,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Spokane,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Springfield,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-St Louis,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-St. George,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Tampa,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Temecula,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Toledo,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Tulsa,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Twin Falls,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Tysons Corner,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Wichita,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Woodbridge,455,625,502,661,22,22,23,27,22,24
Paul Quinn College,425,495,430,520,14,17,11,16,14,17
Paul Smiths College of Arts and Science,455,625,502,661,22,22,23,27,22,24
Payne Theological Seminary,455,625,502,661,22,22,23,27,22,24
PC AGE-Metropark,455,625,502,661,22,22,23,27,22,24
PCI Academy-Ames,455,625,502,661,22,22,23,27,22,24
PCI Academy-Iowa City,455,625,502,661,22,22,23,27,22,24
PCI Academy-Plymouth,455,625,502,661,22,22,23,27,22,24
PCI College,455,625,502,661,22,22,23,27,22,24
PCI Health Training Center,455,625,502,661,22,22,23,27,22,24
Pearl River Community College,455,625,502,661,22,22,23,27,22,24
Pearlands Innovative School of Beauty,455,625,502,661,22,22,23,27,22,24
Pellissippi State Community College,455,625,502,661,22,22,23,27,22,24
Peloton College,455,625,502,661,22,22,23,27,22,24
Peloton College,455,625,502,661,22,22,23,27,22,24
Peloton College,455,625,502,661,22,22,23,27,22,24
Peloton College,455,625,502,661,22,22,23,27,22,24
Peloton College,455,625,502,661,22,22,23,27,22,24
Peloton College,455,625,502,661,22,22,23,27,22,24
Peloton College,455,625,502,661,22,22,23,27,22,24
Peloton College,455,625,502,661,22,22,23,27,22,24
Peninsula College,455,625,502,661,22,22,23,27,22,24
Penn Commercial Business/Technical School,455,625,502,661,22,22,23,27,22,24
Pennco Tech-Blackwood,455,625,502,661,22,22,23,27,22,24
Pennco Tech-Bristol,455,625,502,661,22,22,23,27,22,24
Pennsylvania Academy of the Fine Arts,455,625,502,661,22,22,23,27,22,24
Pennsylvania College of Art and Design,455,625,502,661,22,22,23,27,22,24
Pennsylvania College of Health Sciences,455,625,502,661,22,22,23,27,22,24
Pennsylvania College of Technology,455,625,502,661,22,22,23,27,22,24
Pennsylvania Gunsmith School,455,625,502,661,22,22,23,27,22,24
Pennsylvania Highlands Community College,455,625,502,661,22,22,23,27,22,24
Pennsylvania Institute of Technology,455,625,502,661,22,22,23,27,22,24
Pennsylvania State System of Higher Education-Central Office,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-College of Medicine,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Dickinson Law,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Main Campus,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Abington,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Altoona,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Beaver,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Berks,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Brandywine,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State DuBois,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Erie-Behrend College,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Fayette- Eberly,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Great Valley,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Greater Allegheny,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Harrisburg,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Hazleton,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Lehigh Valley,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Mont Alto,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State New Kensington,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Schuylkill,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Scranton,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Shenango,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State Wilkes-Barre,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-Penn State York,455,625,502,661,22,22,23,27,22,24
Pennsylvania State University-World Campus,455,625,502,661,22,22,23,27,22,24
Penrose Academy,455,625,502,661,22,22,23,27,22,24
Pensacola School of Massage Therapy & Health Careers,455,625,502,661,22,22,23,27,22,24
Pensacola State College,455,625,502,661,22,22,23,27,22,24
Penta County Joint Vocational School,455,625,502,661,22,22,23,27,22,24
Pentecostal Theological Seminary,455,625,502,661,22,22,23,27,22,24
Pepperdine University,600,690,600,720,26,31,27,34,25,30
Peralta Community College System Office,455,625,502,661,22,22,23,27,22,24
Perry Technical Institute,455,625,502,661,22,22,23,27,22,24
Peru State College,455,625,502,661,22,22,23,27,22,24
Pets Playground Grooming School,455,625,502,661,22,22,23,27,22,24
Pfeiffer University,480,550,460,550,16,20,12,17,15,20
Phagans Beauty College,455,625,502,661,22,22,23,27,22,24
Phagans Central Oregon Beauty College,455,625,502,661,22,22,23,27,22,24
Phagans Grants Pass College of Beauty,455,625,502,661,22,22,23,27,22,24
Phagans Medford Beauty School,455,625,502,661,22,22,23,27,22,24
Phagans School of Beauty,455,625,502,661,22,22,23,27,22,24
Phagans School of Hair Design,455,625,502,661,22,22,23,27,22,24
Philadelphia College of Osteopathic Medicine,455,625,502,661,22,22,23,27,22,24
Philadelphia Technician Training,455,625,502,661,22,22,23,27,22,24
Philander Smith College,455,625,502,661,22,22,23,27,22,24
Phillips Community College of the University of Arkansas,455,625,502,661,22,22,23,27,22,24
Phillips School of Nursing at Mount Sinai Beth Israel,455,625,502,661,22,22,23,27,22,24
Phillips Theological Seminary,455,625,502,661,22,22,23,27,22,24
Phipps Academy of Barbering,455,625,502,661,22,22,23,27,22,24
Phoenix College,455,625,502,661,22,22,23,27,22,24
Phoenix Institute of Herbal Medicine & Acupuncture,455,625,502,661,22,22,23,27,22,24
Phoenix Seminary,455,625,502,661,22,22,23,27,22,24
PiBerry Institute,455,625,502,661,22,22,23,27,22,24
Pickaway Ross Joint Vocational School District,455,625,502,661,22,22,23,27,22,24
Pickens Technical College,455,625,502,661,22,22,23,27,22,24
Piedmont Community College,455,625,502,661,22,22,23,27,22,24
Piedmont Technical College,455,625,502,661,22,22,23,27,22,24
Piedmont University,500,590,480,570,19,25,17,24,17,25
Piedmont Virginia Community College,455,625,502,661,22,22,23,27,22,24
Pierce College District,455,625,502,661,22,22,23,27,22,24
Pierce College-Puyallup,455,625,502,661,22,22,23,27,22,24
Pierpont Community and Technical College,455,625,502,661,22,22,23,27,22,24
Pike County Joint Vocational School District,455,625,502,661,22,22,23,27,22,24
Pike-Lincoln Technical Center,455,625,502,661,22,22,23,27,22,24
Pikes Peak Community College,455,625,502,661,22,22,23,27,22,24
Pillar College,455,625,502,661,22,22,23,27,22,24
Pima Community College,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Albuquerque,455,625,502,661,22,22,23,27,22,24
Pioneer Pacific College,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Albuquerque West,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Aurora,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Chula Vista,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Colorado Springs,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Denver,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Dillon,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-East Valley,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-El Paso,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Houston,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Las Vegas,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Mesa,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Phoenix,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Renton,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-San Antonio,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-San Marcos,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Seattle,455,625,502,661,22,22,23,27,22,24
Pima Medical Institute-Tucson,455,625,502,661,22,22,23,27,22,24
Pine Manor College,455,625,502,661,22,22,23,27,22,24
Pine Technical & Community College,455,625,502,661,22,22,23,27,22,24
Pinellas Technical College-Clearwater,455,625,502,661,22,22,23,27,22,24
Pinellas Technical College-St. Petersburg,455,625,502,661,22,22,23,27,22,24
Pineville Beauty School,455,625,502,661,22,22,23,27,22,24
Pinnacle Career Institute-South Kansas City,455,625,502,661,22,22,23,27,22,24
Pinnacle Institute of Cosmetology,455,625,502,661,22,22,23,27,22,24
Pioneer Career and Technology Center,455,625,502,661,22,22,23,27,22,24
Pioneer Technology Center,455,625,502,661,22,22,23,27,22,24
Pipo Academy of Hair Design,455,625,502,661,22,22,23,27,22,24
PITC Institute,455,625,502,661,22,22,23,27,22,24
Pitt Community College,455,625,502,661,22,22,23,27,22,24
Pittsburg State University,455,625,502,661,22,22,23,27,22,24
Pittsburgh Career Institute,455,625,502,661,22,22,23,27,22,24
Pittsburgh Institute of Aeronautics,455,625,502,661,22,22,23,27,22,24
Pittsburgh Institute of Mortuary Science Inc,455,625,502,661,22,22,23,27,22,24
Pittsburgh Technical College,455,625,502,661,22,22,23,27,22,24
Pittsburgh Theological Seminary,455,625,502,661,22,22,23,27,22,24
Pitzer College,455,625,502,661,22,22,23,27,22,24
Pivot Point Academy,455,625,502,661,22,22,23,27,22,24
PJ's College of Cosmetology-Bowling Green,455,625,502,661,22,22,23,27,22,24
PJ's College of Cosmetology-Clarksville,455,625,502,661,22,22,23,27,22,24
PJ's College of Cosmetology-Glasgow,455,625,502,661,22,22,23,27,22,24
PJ's College of Cosmetology-Richmond,455,625,502,661,22,22,23,27,22,24
Platt College,455,625,502,661,22,22,23,27,22,24
Platt College-Anaheim,455,625,502,661,22,22,23,27,22,24
Platt College-Arizona Automotive Institute Arizona,455,625,502,661,22,22,23,27,22,24
Platt College-Aurora,455,625,502,661,22,22,23,27,22,24
Platt College-Berks Technical Institute,455,625,502,661,22,22,23,27,22,24
Platt College-Edge Tech Academy,455,625,502,661,22,22,23,27,22,24
Platt College-Lawton,455,625,502,661,22,22,23,27,22,24
Platt College-Los Angeles,455,625,502,661,22,22,23,27,22,24
Platt College-McCann-Allentown,455,625,502,661,22,22,23,27,22,24
Platt College-McCann-Lewisburg,455,625,502,661,22,22,23,27,22,24
Platt College-San Diego,455,625,502,661,22,22,23,27,22,24
Platt College-McCann-Monroe,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte College-Chattanooga 2,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte Technical-Augusta,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte Technical-Charleston,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte Technical-Chattanooga,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte Technical-Columbus,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte Technical-Conway,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte Technical-Macon,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte-Fayetteville,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte-Jacksonville,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte-Raleigh,455,625,502,661,22,22,23,27,22,24
Platt College-Miller-Motte-Wilmington,455,625,502,661,22,22,23,27,22,24
Platt College-Moore,455,625,502,661,22,22,23,27,22,24
Platt College-OKC-Memorial,455,625,502,661,22,22,23,27,22,24
Platt College-Ontario,455,625,502,661,22,22,23,27,22,24
Platt College-Riverside,455,625,502,661,22,22,23,27,22,24
Platt College-STVT-Corpus Christi,455,625,502,661,22,22,23,27,22,24
Platt College-STVT-McAllen,455,625,502,661,22,22,23,27,22,24
Platt College-STVT-San Antonio,455,625,502,661,22,22,23,27,22,24
Plaza College,455,625,502,661,22,22,23,27,22,24
Plymouth State University,455,625,502,661,22,22,23,27,22,24
PMCA Pittsburgh Multicultural Cosmetology Academy,455,625,502,661,22,22,23,27,22,24
Point Loma Nazarene University,560,650,540,640,23,28,23,30,22,27
Point Park University,483,610,470,570,18,26,17,26,17,25
Point University,470,540,440,540,17,21,15,22,16,21
Polaris Career Center,455,625,502,661,22,22,23,27,22,24
Polk State College,455,625,502,661,22,22,23,27,22,24
Polytech Adult Education,455,625,502,661,22,22,23,27,22,24
Polytechnic University of Puerto Rico-Miami,455,625,502,661,22,22,23,27,22,24
Polytechnic University of Puerto Rico-Orlando,455,625,502,661,22,22,23,27,22,24
Pomeroy College of Nursing at Crouse Hospital,455,625,502,661,22,22,23,27,22,24
Pomona College,455,625,502,661,22,22,23,27,22,24
Pomona Unified School District Adult and Career Education,455,625,502,661,22,22,23,27,22,24
Ponca City Beauty College,455,625,502,661,22,22,23,27,22,24
Ponce Health Sciences University,455,625,502,661,22,22,23,27,22,24
Ponce Health Sciences University-Centro Universitario de San Juan,455,625,502,661,22,22,23,27,22,24
Ponce Health Sciences University-East,455,625,502,661,22,22,23,27,22,24
Ponce Health Sciences University-St Louis,455,625,502,661,22,22,23,27,22,24
Pontifical Catholic University of Puerto Rico-Arecibo,455,625,502,661,22,22,23,27,22,24
Pontifical Catholic University of Puerto Rico-Mayaguez,455,625,502,661,22,22,23,27,22,24
Pontifical Catholic University of Puerto Rico-Ponce,455,625,502,661,22,22,23,27,22,24
Pontifical College Josephinum,455,625,502,661,22,22,23,27,22,24
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,455,625,502,661,22,22,23,27,22,24
Pontifical John Paul II Institute for Studies on Marriage and Family,455,625,502,661,22,22,23,27,22,24
Pontotoc Technology Center,455,625,502,661,22,22,23,27,22,24
Pope St John XXIII National Seminary,455,625,502,661,22,22,23,27,22,24
Poplar Bluff Technical Career Center,455,625,502,661,22,22,23,27,22,24
Port Huron Cosmetology College,455,625,502,661,22,22,23,27,22,24
Portage Lakes Career Center,455,625,502,661,22,22,23,27,22,24
Porter and Chester Institute - Brockton,455,625,502,661,22,22,23,27,22,24
Porter and Chester Institute of Hamden,455,625,502,661,22,22,23,27,22,24
Porter and Chester Institute of Stratford,455,625,502,661,22,22,23,27,22,24
Porterville College,455,625,502,661,22,22,23,27,22,24
Portland Actors Conservatory,455,625,502,661,22,22,23,27,22,24
Portland Community College,455,625,502,661,22,22,23,27,22,24
Portland State University,510,610,490,580,17,24,16,24,17,24
Post University,455,625,502,661,22,22,23,27,22,24
Potomac State College of West Virginia University,455,625,502,661,22,22,23,27,22,24
Poway Adult School,455,625,502,661,22,22,23,27,22,24
PPG Technical College,455,625,502,661,22,22,23,27,22,24
Prairie State College,455,625,502,661,22,22,23,27,22,24
Principia College,528,603,490,603,22,29,23,28,20,26
Prairie View A & M University,440,520,430,520,16,20,14,20,16,20
Pratt Community College,455,625,502,661,22,22,23,27,22,24
Pratt Institute-Main,570,660,550,680,25,30,24,32,22,28
Praxis Institute,455,625,502,661,22,22,23,27,22,24
Precision Manufacturing Institute,455,625,502,661,22,22,23,27,22,24
Quest College,455,625,502,661,22,22,23,27,22,24
Premier Academy of Cosmetology,455,625,502,661,22,22,23,27,22,24
Premier Barber Institute,455,625,502,661,22,22,23,27,22,24
Premiere Aesthetics Institute,455,625,502,661,22,22,23,27,22,24
Premiere Career College,455,625,502,661,22,22,23,27,22,24
Premiere International College,455,625,502,661,22,22,23,27,22,24
Presbyterian College,520,610,510,590,20,25,23,27,22,24
Presbyterian Theological Seminary in America,455,625,502,661,22,22,23,27,22,24
Prescott College,555,680,540,610,15,24,11,21,16,22
Presentation College,475,545,490,560,17,22,14,23,16,23
Presidio Graduate School,455,625,502,661,22,22,23,27,22,24
Prestige Health & Beauty Sciences Academy,455,625,502,661,22,22,23,27,22,24
Prince George's Community College,455,625,502,661,22,22,23,27,22,24
Princess Beauty School,455,625,502,661,22,22,23,27,22,24
Princess Institute of Beauty,455,625,502,661,22,22,23,27,22,24
Princeton Theological Seminary,455,625,502,661,22,22,23,27,22,24
Princeton University,710,770,740,800,32,35,34,36,31,35
Prism Career Institute-Cherry Hill,455,625,502,661,22,22,23,27,22,24
Prism Career Institute-Philadelphia,455,625,502,661,22,22,23,27,22,24
Prism Career Institute-West Atlantic City,455,625,502,661,22,22,23,27,22,24
Pro Beauty Academy,455,625,502,661,22,22,23,27,22,24
Pro Way Hair School,455,625,502,661,22,22,23,27,22,24
