institution,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
North Idaho College,455,625,502,661,22,22,23,27,22,24
North Iowa Area Community College,455,625,502,661,22,22,23,27,22,24
North Lake College,455,625,502,661,22,22,23,27,22,24
North Orange County Community College District,455,625,502,661,22,22,23,27,22,24
North Park University,460,560,480,562,19,25,19,25,17,26
North Seattle College,455,625,502,661,22,22,23,27,22,24
North Shore Community College,455,625,502,661,22,22,23,27,22,24
North-West College-Anaheim,455,625,502,661,22,22,23,27,22,24
North-West College-Glendale,455,625,502,661,22,22,23,27,22,24
North-West College-Long Beach,455,625,502,661,22,22,23,27,22,24
North-West College-Pomona,455,625,502,661,22,22,23,27,22,24
North-West College-Riverside,455,625,502,661,22,22,23,27,22,24
North-West College-Van Nuys,455,625,502,661,22,22,23,27,22,24
North-West College-West Covina,455,625,502,661,22,22,23,27,22,24
Northampton County Area Community College,455,625,502,661,22,22,23,27,22,24
Northcentral Technical College,455,625,502,661,22,22,23,27,22,24
Northcentral University,455,625,502,661,22,22,23,27,22,24
Northcoast Medical Training Academy,455,625,502,661,22,22,23,27,22,24
Northeast Alabama Community College,455,625,502,661,22,22,23,27,22,24
Northeast Community College,455,625,502,661,22,22,23,27,22,24
Northeast Iowa Community College,455,625,502,661,22,22,23,27,22,24
Northeast Lakeview College,455,625,502,661,22,22,23,27,22,24
Northeast Mississippi Community College,455,625,502,661,22,22,23,27,22,24
Northeast Ohio Medical University,455,625,502,661,22,22,23,27,22,24
Northeast State Community College,455,625,502,661,22,22,23,27,22,24
Northeast Technical Institute,455,625,502,661,22,22,23,27,22,24
Northeast Technology Center,455,625,502,661,22,22,23,27,22,24
Northeast Technology Center-Afton,455,625,502,661,22,22,23,27,22,24
Northeast Technology Center-Claremore,455,625,502,661,22,22,23,27,22,24
Northeast Technology Center-Kansas,455,625,502,661,22,22,23,27,22,24
Northeast Technology Center-Pryor,455,625,502,661,22,22,23,27,22,24
Northeast Texas Community College,455,625,502,661,22,22,23,27,22,24
Northeast Wisconsin Technical College,455,625,502,661,22,22,23,27,22,24
Northeastern Illinois University,400,500,410,510,15,21,15,20,15,19
Northeastern Junior College,455,625,502,661,22,22,23,27,22,24
Northeastern Oklahoma A&M College,455,625,502,661,22,22,23,27,22,24
Northeastern Seminary,455,625,502,661,22,22,23,27,22,24
Northeastern State University,475,565,480,560,17,24,16,24,16,23
Northeastern Technical College,455,625,502,661,22,22,23,27,22,24
Northeastern University,690,750,720,790,33,35,33,35,30,35
Northeastern University Lifelong Learning Network,455,625,502,661,22,22,23,27,22,24
Northern Arizona University,455,625,502,661,22,22,23,27,22,24
Northern Baptist Theological Seminary,455,625,502,661,22,22,23,27,22,24
Northern Career Institute,455,625,502,661,22,22,23,27,22,24
Northern Essex Community College,455,625,502,661,22,22,23,27,22,24
Northern Illinois University,455,625,502,661,22,22,23,27,22,24
Northern Institute of Cosmetology,455,625,502,661,22,22,23,27,22,24
Northern Kentucky University,480,590,480,600,20,26,20,27,19,26
Northern Maine Community College,455,625,502,661,22,22,23,27,22,24
Northern Marianas College,455,625,502,661,22,22,23,27,22,24
Northern Michigan University,455,625,502,661,22,22,23,27,22,24
Northern New Mexico College,455,625,502,661,22,22,23,27,22,24
Northern Oklahoma College,455,625,502,661,22,22,23,27,22,24
Northern Pennsylvania Regional College,455,625,502,661,22,22,23,27,22,24
Northern State University,480,580,510,560,19,25,17,24,18,25
Northern Technical College,455,625,502,661,22,22,23,27,22,24
Northern Tier Career Center,455,625,502,661,22,22,23,27,22,24
Northern Vermont University,455,625,502,661,22,22,23,27,22,24
Northern Virginia Community College,455,625,502,661,22,22,23,27,22,24
Northern Virginia School of Therapeutic Massage,455,625,502,661,22,22,23,27,22,24
Northern Wyoming Community College District,455,625,502,661,22,22,23,27,22,24
Northland College,510,600,508,583,20,26,18,25,18,26
Northland Community and Technical College,455,625,502,661,22,22,23,27,22,24
Northland Pioneer College,455,625,502,661,22,22,23,27,22,24
Northpoint Bible College,455,625,502,661,22,22,23,27,22,24
Northshore Technical Community College,455,625,502,661,22,22,23,27,22,24
NorthShore University HealthSystem School of Nurse Anesthesia,455,625,502,661,22,22,23,27,22,24
NorthWest Arkansas Community College,455,625,502,661,22,22,23,27,22,24
Northwest Career College,455,625,502,661,22,22,23,27,22,24
Northwest College,455,625,502,661,22,22,23,27,22,24
Northwest College of Art & Design,455,625,502,661,22,22,23,27,22,24
Northwest College-Beaverton,455,625,502,661,22,22,23,27,22,24
Northwest College-Clackamas,455,625,502,661,22,22,23,27,22,24
Northwest College-Eugene,455,625,502,661,22,22,23,27,22,24
Northwest College-Hillsboro,455,625,502,661,22,22,23,27,22,24
Northwest College-Medford,455,625,502,661,22,22,23,27,22,24
Northwest College-Tualatin,455,625,502,661,22,22,23,27,22,24
Northwest Educational Center,455,625,502,661,22,22,23,27,22,24
Northwest Florida State College,455,625,502,661,22,22,23,27,22,24
Northwest HVAC/R Training Center,455,625,502,661,22,22,23,27,22,24
Northwest Indian College,455,625,502,661,22,22,23,27,22,24
Northwest Iowa Community College,455,625,502,661,22,22,23,27,22,24
Northwest Kansas Technical College,455,625,502,661,22,22,23,27,22,24
Northwest Louisiana Technical Community College,455,625,502,661,22,22,23,27,22,24
Northwest Mississippi Community College,455,625,502,661,22,22,23,27,22,24
Northwest Missouri State University,480,580,510,600,19,24,18,24,17,24
Northwest Nazarene University,500,590,480,600,19,25,19,21,16,22
Northwest School of Wooden Boat Building,455,625,502,661,22,22,23,27,22,24
Northwest State Community College,455,625,502,661,22,22,23,27,22,24
Northwest Technical College,455,625,502,661,22,22,23,27,22,24
Northwest Technical Institute,455,625,502,661,22,22,23,27,22,24
Northwest Technology Center-Alva,455,625,502,661,22,22,23,27,22,24
Northwest University,510,620,500,585,19,25,17,27,14,24
Northwest University-College of Adult and Professional Studies,455,625,502,661,22,22,23,27,22,24
Northwest Vista College,455,625,502,661,22,22,23,27,22,24
Northwest-Shoals Community College,455,625,502,661,22,22,23,27,22,24
Northwestern College,455,625,502,661,22,22,23,27,22,24
Northwestern College,455,625,502,661,22,22,23,27,22,24
Northwestern College,455,625,502,661,22,22,23,27,22,24
Northwestern College,455,625,502,661,22,22,23,27,22,24
Northwestern Connecticut Community College,455,625,502,661,22,22,23,27,22,24
Northwestern Health Sciences University,455,625,502,661,22,22,23,27,22,24
Northwestern Michigan College,455,625,502,661,22,22,23,27,22,24
Northwestern Oklahoma State University,420,560,410,530,17,22,15,21,16,21
Northwestern Polytechnic University,455,625,502,661,22,22,23,27,22,24
Northwestern State University of Louisiana,498,570,480,560,17,23,16,23,16,21
Northwestern Technological Institute,455,625,502,661,22,22,23,27,22,24
Northwestern University,700,760,730,790,33,35,34,36,31,35
Northwood University,490,590,500,590,19,25,17,24,19,25
Norwalk Community College,455,625,502,661,22,22,23,27,22,24
Norwich University,455,625,502,661,22,22,23,27,22,24
Nossi College of Art,455,625,502,661,22,22,23,27,22,24
Notre Dame College,455,625,502,661,22,22,23,27,22,24
Notre Dame de Namur University,455,625,502,661,22,22,23,27,22,24
Ocean Corporation,455,625,502,661,22,22,23,27,22,24
Notre Dame of Maryland University,455,625,502,661,22,22,23,27,22,24
Nouvelle Institute,455,625,502,661,22,22,23,27,22,24
Nova Academy of Cosmetology,455,625,502,661,22,22,23,27,22,24
Nova College de Puerto Rico,455,625,502,661,22,22,23,27,22,24
Nova Southeastern University,530,630,500,610,20,27,20,28,18,26
NTMA Training Centers of Southern California,455,625,502,661,22,22,23,27,22,24
NUC University,455,625,502,661,22,22,23,27,22,24
NUC University - Florida Technical College - Cutler Bay,455,625,502,661,22,22,23,27,22,24
NUC University - Florida Technical College - Deland,455,625,502,661,22,22,23,27,22,24
NUC University - Florida Technical College - Kissimmee,455,625,502,661,22,22,23,27,22,24
NUC University - Florida Technical College - Lakeland,455,625,502,661,22,22,23,27,22,24
NUC University - Florida Technical College - Orlando,455,625,502,661,22,22,23,27,22,24
NUC University - Florida Technical College - Pembroke Pines,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Aguadilla,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Arecibo,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Bayam?n,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Caguas,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Escorial,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Fajardo,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Guayama,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Los Colobos,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Manat?,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Mayag?ez,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Moca,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Ponce,455,625,502,661,22,22,23,27,22,24
NUC University - IBC Institute - Yauco,455,625,502,661,22,22,23,27,22,24
Nueta Hidatsa Sahnish College,455,625,502,661,22,22,23,27,22,24
Nunez Community College,455,625,502,661,22,22,23,27,22,24
Nuvani Institute,455,625,502,661,22,22,23,27,22,24
Nuvani Institute,455,625,502,661,22,22,23,27,22,24
Nuvani Institute,455,625,502,661,22,22,23,27,22,24
Nuvani Institute,455,625,502,661,22,22,23,27,22,24
Nuvani Institute,455,625,502,661,22,22,23,27,22,24
Nuvani Institute,455,625,502,661,22,22,23,27,22,24
Nuvani Institute,455,625,502,661,22,22,23,27,22,24
Nuvani Institute,455,625,502,661,22,22,23,27,22,24
Nuvo College of Cosmetology,455,625,502,661,22,22,23,27,22,24
O C Collins Career Center,455,625,502,661,22,22,23,27,22,24
O'Briens Aveda Institute,455,625,502,661,22,22,23,27,22,24
Oak Hills Christian College,420,460,460,540,17,21,13,19,16,23
Oak Valley College,455,625,502,661,22,22,23,27,22,24
Oakland City University,460,574,452,562,16,21,15,22,16,21
Oakland Community College,455,625,502,661,22,22,23,27,22,24
Oakland University,490,610,490,600,20,27,20,27,18,27
Oakton Community College,455,625,502,661,22,22,23,27,22,24
Oakwood University,455,625,502,661,22,22,23,27,22,24
Oberlin College,650,690,620,670,28,33,30,35,26,31
Oblate School of Theology,455,625,502,661,22,22,23,27,22,24
Occidental College,640,730,630,730,28,33,30,35,26,31
Ocean County College,455,625,502,661,22,22,23,27,22,24
Ocean County Vocational-Technical School,455,625,502,661,22,22,23,27,22,24
Oconee Fall Line Technical College,455,625,502,661,22,22,23,27,22,24
Odessa College,455,625,502,661,22,22,23,27,22,24
Oehrlein School of Cosmetology,455,625,502,661,22,22,23,27,22,24
Ogden-Weber Technical College,455,625,502,661,22,22,23,27,22,24
Ogeechee Technical College,455,625,502,661,22,22,23,27,22,24
Oglala Lakota College,455,625,502,661,22,22,23,27,22,24
Ogle School Hair Skin Nails-Arlington,455,625,502,661,22,22,23,27,22,24
Ogle School Hair Skin Nails-Dallas,455,625,502,661,22,22,23,27,22,24
Ogle School Hair Skin Nails-Denton,455,625,502,661,22,22,23,27,22,24
Ogle School Hair Skin Nails-Ft Worth,455,625,502,661,22,22,23,27,22,24
Ogle School Hair Skin Nails-Hurst,455,625,502,661,22,22,23,27,22,24
Ogle School Hair Skin Nails-North Dallas,455,625,502,661,22,22,23,27,22,24
Ogle School Hair Skin Nails-San Antonio,455,625,502,661,22,22,23,27,22,24
Ogle School Hair Skin Nails-Stafford,455,625,502,661,22,22,23,27,22,24
Oglethorpe University,570,650,530,630,22,28,22,30,20,26
Ohel Margulia Seminary,455,625,502,661,22,22,23,27,22,24
Ohio Business College-Sandusky,455,625,502,661,22,22,23,27,22,24
Ohio Business College-Sheffield,455,625,502,661,22,22,23,27,22,24
Ohio Christian University,455,625,502,661,22,22,23,27,22,24
Ohio Dominican University,455,625,502,661,22,22,23,27,22,24
Ohio Institute of Allied Health,455,625,502,661,22,22,23,27,22,24
Ohio Media School-Cincinnati,455,625,502,661,22,22,23,27,22,24
Ohio Media School-Columbus,455,625,502,661,22,22,23,27,22,24
Pacific College,455,625,502,661,22,22,23,27,22,24
Ohio Media School-Valley View,455,625,502,661,22,22,23,27,22,24
Ohio Medical Career College,455,625,502,661,22,22,23,27,22,24
Ohio Northern University,540,650,560,670,22,28,21,28,23,28
Ohio State Beauty Academy,455,625,502,661,22,22,23,27,22,24
Ohio State College of Barber Styling,455,625,502,661,22,22,23,27,22,24
Paine College,408,493,368,483,15,19,12,19,14,17
Ohio State School of Cosmetology-Canal Winchester,455,625,502,661,22,22,23,27,22,24
Ohio State School of Cosmetology-Heath,455,625,502,661,22,22,23,27,22,24
Ohio State University Agricultural Technical Institute,455,625,502,661,22,22,23,27,22,24
Ohio State University-Lima Campus,455,625,502,661,22,22,23,27,22,24
Ohio State University-Main Campus,590,690,620,740,26,32,26,34,26,31
Ohio State University-Mansfield Campus,455,625,502,661,22,22,23,27,22,24
Ohio State University-Marion Campus,455,625,502,661,22,22,23,27,22,24
Ohio State University-Newark Campus,455,625,502,661,22,22,23,27,22,24
Ohio Technical College,455,625,502,661,22,22,23,27,22,24
Ohio University-Chillicothe Campus,455,625,502,661,22,22,23,27,22,24
Ohio University-Eastern Campus,455,625,502,661,22,22,23,27,22,24
Ohio University-Lancaster Campus,455,625,502,661,22,22,23,27,22,24
Ohio University-Main Campus,530,630,520,620,21,26,20,26,19,26
Ohio University-Southern Campus,455,625,502,661,22,22,23,27,22,24
Ohio University-Zanesville Campus,455,625,502,661,22,22,23,27,22,24
Ohio Valley College of Technology,455,625,502,661,22,22,23,27,22,24
Ohio Valley University,440,550,430,540,18,23,16,24,16,23
Ohio Wesleyan University,455,625,502,661,22,22,23,27,22,24
Ohlone College,455,625,502,661,22,22,23,27,22,24
Ohr Hameir Theological Seminary,455,625,502,661,22,22,23,27,22,24
Okaloosa Technical College,455,625,502,661,22,22,23,27,22,24
Oklahoma Baptist University,500,610,500,600,20,26,20,26,18,25
Oklahoma Christian University,500,630,520,620,20,27,20,29,18,26
Oklahoma City Community College,455,625,502,661,22,22,23,27,22,24
Oklahoma City University,550,650,530,613,22,29,22,31,19,27
Oklahoma Panhandle State University,455,625,502,661,22,22,23,27,22,24
Oklahoma State University Center for Health Sciences,455,625,502,661,22,22,23,27,22,24
Oklahoma State University Institute of Technology,455,625,502,661,22,22,23,27,22,24
Oklahoma State University-Main Campus,510,630,510,620,21,28,20,27,19,27
Oklahoma State University-Oklahoma City,455,625,502,661,22,22,23,27,22,24
Oklahoma Technical College,455,625,502,661,22,22,23,27,22,24
Oklahoma Wesleyan University,450,580,480,560,18,23,16,22,16,23
Old Dominion University,490,600,470,570,18,25,16,24,17,24
Old Town Barber College-Wichita,455,625,502,661,22,22,23,27,22,24
Oliver Finley Academy of Cosmetology,455,625,502,661,22,22,23,27,22,24
Olivet College,455,625,502,661,22,22,23,27,22,24
Olivet Nazarene University,490,600,480,590,19,26,19,27,18,26
Olney Central College,455,625,502,661,22,22,23,27,22,24
Olympian Academy of Cosmetology,455,625,502,661,22,22,23,27,22,24
Olympic College,455,625,502,661,22,22,23,27,22,24
Omega Graduate School,455,625,502,661,22,22,23,27,22,24
Omega Institute of Cosmetology,455,625,502,661,22,22,23,27,22,24
Omega Studios' School of Applied Recording Arts & Sciences,455,625,502,661,22,22,23,27,22,24
Omnitech Institute,455,625,502,661,22,22,23,27,22,24
Onondaga Community College,455,625,502,661,22,22,23,27,22,24
Onondaga Cortland Madison BOCES,455,625,502,661,22,22,23,27,22,24
Onondaga School of Therapeutic Massage-Rochester,455,625,502,661,22,22,23,27,22,24
Onondaga School of Therapeutic Massage-Syracuse,455,625,502,661,22,22,23,27,22,24
Opelousas School of Cosmetology,455,625,502,661,22,22,23,27,22,24
Oral Roberts University,490,620,490,600,19,27,18,28,17,26
Orange Coast College,455,625,502,661,22,22,23,27,22,24
Orange County Community College,455,625,502,661,22,22,23,27,22,24
Orange Technical College-Mid Florida Campus,455,625,502,661,22,22,23,27,22,24
Orange Technical College-Orlando Campus,455,625,502,661,22,22,23,27,22,24
Orange Technical College-Westside Campus,455,625,502,661,22,22,23,27,22,24
Orange Technical College-Winter Park Campus,455,625,502,661,22,22,23,27,22,24
Orange Ulster BOCES-Practical Nursing Program,455,625,502,661,22,22,23,27,22,24
Orangeburg Calhoun Technical College,455,625,502,661,22,22,23,27,22,24
Oregon Coast Community College,455,625,502,661,22,22,23,27,22,24
Oregon College of Oriental Medicine,455,625,502,661,22,22,23,27,22,24
Oregon Health & Science University,455,625,502,661,22,22,23,27,22,24
Oregon Institute of Technology,490,600,500,600,20,27,17,25,19,27
Oregon State University,540,650,540,660,21,29,20,29,21,28
Oregon State University-Cascades Campus,530,630,500,600,19,26,17,26,19,26
Orion Institute,455,625,502,661,22,22,23,27,22,24
Orleans Niagara BOCES-Practical Nursing Program,455,625,502,661,22,22,23,27,22,24
Orleans Technical College,455,625,502,661,22,22,23,27,22,24
Orlo School of Hair Design and Cosmetology,455,625,502,661,22,22,23,27,22,24
Osceola Technical College,455,625,502,661,22,22,23,27,22,24
Otero Junior College,455,625,502,661,22,22,23,27,22,24
Otis College of Art and Design,455,625,502,661,22,22,23,27,22,24
Otsego Area BOCES-Practical Nursing Program,455,625,502,661,22,22,23,27,22,24
Ottawa University-Kansas City,455,625,502,661,22,22,23,27,22,24
Ottawa University-Milwaukee,455,625,502,661,22,22,23,27,22,24
Ottawa University-Online,455,625,502,661,22,22,23,27,22,24
Ottawa University-Ottawa,320,480,430,510,18,22,16,21,17,22
Ottawa University-Phoenix,455,625,502,661,22,22,23,27,22,24
Ottawa University-Surprise,510,511,460,480,18,29,17,34,18,25
Otterbein University,490,625,500,600,20,27,19,26,18,26
Ouachita Baptist University,520,630,510,600,21,29,22,31,20,27
Our Lady of the Lake University,450,540,440,520,15,20,14,19,16,20
Owens Community College,455,625,502,661,22,22,23,27,22,24
Owensboro Community and Technical College,455,625,502,661,22,22,23,27,22,24
Oxford Academy of Hair Design Inc,455,625,502,661,22,22,23,27,22,24
Oxnard College,455,625,502,661,22,22,23,27,22,24
Ozark Christian College,455,625,502,661,22,22,23,27,22,24
Ozarka College,455,625,502,661,22,22,23,27,22,24
Ozarks Technical Community College,455,625,502,661,22,22,23,27,22,24
P B Cosmetology Education Center,455,625,502,661,22,22,23,27,22,24
P C Age-Jersey City,455,625,502,661,22,22,23,27,22,24
P&A Scholars Beauty School,455,625,502,661,22,22,23,27,22,24
Pace University,540,630,520,610,22,28,22,29,20,26
Pacific Bible College,455,625,502,661,22,22,23,27,22,24
Pacific College of Health and Science,455,625,502,661,22,22,23,27,22,24
Pacific College of Health Science-Chicago,455,625,502,661,22,22,23,27,22,24
Pacific College of Oriental Medicine-New York,455,625,502,661,22,22,23,27,22,24
Pacific Islands University,455,625,502,661,22,22,23,27,22,24
Pacific Lutheran University,455,625,502,661,22,22,23,27,22,24
Pacific Northwest College of Art,455,625,502,661,22,22,23,27,22,24
Pacific Northwest University of Health Sciences,455,625,502,661,22,22,23,27,22,24
Pacific Oaks College,455,625,502,661,22,22,23,27,22,24
Pacific Rim Christian University,455,625,502,661,22,22,23,27,22,24
Pacific School of Religion,455,625,502,661,22,22,23,27,22,24
Pacific States University,455,625,502,661,22,22,23,27,22,24
Pacific Union College,460,580,440,560,17,24,14,25,16,26
Pacific University,520,620,530,610,22,27,20,27,20,26
Pacifica Graduate Institute,455,625,502,661,22,22,23,27,22,24
Paier College of Art Inc,455,625,502,661,22,22,23,27,22,24
Palace Beauty College,455,625,502,661,22,22,23,27,22,24
Palau Community College,455,625,502,661,22,22,23,27,22,24
Palladium Technical Academy Inc,455,625,502,661,22,22,23,27,22,24
Palm Beach Academy of Health & Beauty,455,625,502,661,22,22,23,27,22,24
Palm Beach Atlantic University,510,620,490,590,20,27,19,27,18,25
Palm Beach State College,455,625,502,661,22,22,23,27,22,24
Palmer College of Chiropractic,455,625,502,661,22,22,23,27,22,24
Palmetto Beauty School,455,625,502,661,22,22,23,27,22,24
Palo Alto College,455,625,502,661,22,22,23,27,22,24
Palo Alto University,455,625,502,661,22,22,23,27,22,24
Palo Verde College,455,625,502,661,22,22,23,27,22,24
Palomar College,455,625,502,661,22,22,23,27,22,24
Palomar Institute of Cosmetology,455,625,502,661,22,22,23,27,22,24
Pamlico Community College,455,625,502,661,22,22,23,27,22,24
Panache Academy of Beauty,455,625,502,661,22,22,23,27,22,24
Panola College,455,625,502,661,22,22,23,27,22,24
Paradise Valley Community College,455,625,502,661,22,22,23,27,22,24
Paramount Beauty Academy,455,625,502,661,22,22,23,27,22,24
Pardee RAND Graduate School,455,625,502,661,22,22,23,27,22,24
Paris Junior College,455,625,502,661,22,22,23,27,22,24
Parisian Beauty School,455,625,502,661,22,22,23,27,22,24
Parisian Spa Institute,455,625,502,661,22,22,23,27,22,24
Peirce College,455,625,502,661,22,22,23,27,22,24
Park Place Premier Barber School,455,625,502,661,22,22,23,27,22,24
Park University,455,625,502,661,22,22,23,27,22,24
Parker University,455,625,502,661,22,22,23,27,22,24
Parkland College,455,625,502,661,22,22,23,27,22,24
Paroba College of Cosmetology,455,625,502,661,22,22,23,27,22,24
Pasadena City College,455,625,502,661,22,22,23,27,22,24
Pasco-Hernando State College,455,625,502,661,22,22,23,27,22,24
Passaic County Community College,455,625,502,661,22,22,23,27,22,24
Pat Goins Benton Road Beauty School,455,625,502,661,22,22,23,27,22,24
Pathway Vocational Academy,455,625,502,661,22,22,23,27,22,24
Pathways College,455,625,502,661,22,22,23,27,22,24
Patrick Henry College,650,720,570,660,25,31,28,35,21,28
Patrick Henry Community College,455,625,502,661,22,22,23,27,22,24
Paul D Camp Community College,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Ardmore,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Arkansas,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Arlington,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Atlanta,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Austin,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Birmingham,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Boise,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Bradley,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Charleston,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Chicago,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Cincinnati,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Clear Lake,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Cleveland,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Colorado Springs,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Columbia,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Columbus,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Costa Mesa,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Delaware,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Denver,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-East Bay,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Esani,455,625,502,661,22,22,23,27,22,24
Paul Mitchell The School-Farmington Hills,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Fayetteville,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Fort Lauderdale,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Fort Myers,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Fresno,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Gastonia,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Grand Rapids,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Great Lakes,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Greenville,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Honolulu,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Houston,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Huntsville,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Indianapolis,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Jacksonville,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Jersey Shore,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Jessup,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Knoxville,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Las Vegas,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Lexington,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Little Rock,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Logan,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Lombard,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Louisville,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Madison,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Memphis,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Merrillville,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Miami,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Michigan,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Milwaukee,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Missouri Columbia,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Modesto,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Murfreesboro,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Murfreesboro-Nashville,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Nampa,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Normal,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-North Haven,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Ogden,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Orlando,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Overland Park,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Pasadena,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Phoenix,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Portland,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Portsmouth,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Provo,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Raleigh,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Reno,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Reno-North Tahoe,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Rexburg,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Rhode Island,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Richland,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Richland-Provo,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Roanoke,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Sacramento,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-Salt Lake City,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-San Antonio,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-San Diego,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-San Jose,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-San Jose,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-San Jose,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-San Jose,455,625,502,661,22,22,23,27,22,24
Paul Mitchell the School-San Jose,455,625,502,661,22,22,23,27,22,24
