,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,instnm,Institution (entity) name (HD2020),Certificate of less than 1 year (IC2020),Certificate of less than 12 weeks (IC2020),Certificate of at least 12 weeks  but less than 1 year (IC2020),Certifiicate of at least 1 year  but less than 2 years (IC2020),Associate's degree (IC2020),Certificate of at least 2 years  but less than 4 years (IC2020),Bachelor's degree (IC2020),Postbaccalaureate certificate (IC2020),Master's degree (IC2020),Post-master's certificate (IC2020),Doctor's degree - research/scholarship (IC2020),Doctor's degree - professional practice (IC2020),Doctor's degree - other (IC2020),Other degree (IC2020),Unnamed: 16
3763,3763,3763,3763,Northern Career Institute,Northern Career Institute,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3764,3764,3764,3764,Northern Essex Community College,Northern Essex Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3765,3765,3765,3765,Northern Illinois University,Northern Illinois University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,
3766,3766,3766,3766,Northern Institute of Cosmetology,Northern Institute of Cosmetology,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3767,3767,3767,3767,Northern Kentucky University,Northern Kentucky University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3768,3768,3768,3768,Northern Maine Community College,Northern Maine Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3769,3769,3769,3769,Northern Marianas College,Northern Marianas College,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3770,3770,3770,3770,Northern Michigan University,Northern Michigan University,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
3771,3771,3771,3771,Northern New Mexico College,Northern New Mexico College,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
3772,3772,3772,3772,Northern Oklahoma College,Northern Oklahoma College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3773,3773,3773,3773,Northern Pennsylvania Regional College,Northern Pennsylvania Regional College,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3774,3774,3774,3774,Northern State University,Northern State University,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3775,3775,3775,3775,Northern Technical College,Northern Technical College,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3776,3776,3776,3776,Northern Tier Career Center,Northern Tier Career Center,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3777,3777,3777,3777,Northern Vermont University,Northern Vermont University,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
3778,3778,3778,3778,Northern Virginia Community College,Northern Virginia Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3779,3779,3779,3779,Northern Virginia School of Therapeutic Massage,Northern Virginia School of Therapeutic Massage,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3780,3780,3780,3780,Northern Wyoming Community College District,Northern Wyoming Community College District,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3781,3781,3781,3781,Northland College,Northland College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3782,3782,3782,3782,Northland Community and Technical College,Northland Community and Technical College,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3783,3783,3783,3783,Northland Pioneer College,Northland Pioneer College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3784,3784,3784,3784,Northpoint Bible College,Northpoint Bible College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3785,3785,3785,3785,Northshore Technical Community College,Northshore Technical Community College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3786,3786,3786,3786,NorthShore University HealthSystem School of Nurse Anesthesia,NorthShore University HealthSystem School of Nurse Anesthesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
3787,3787,3787,3787,NorthWest Arkansas Community College,NorthWest Arkansas Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3788,3788,3788,3788,Northwest Career College,Northwest Career College,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3789,3789,3789,3789,Northwest College,Northwest College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3790,3790,3790,3790,Northwest College of Art & Design,Northwest College of Art & Design,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3791,3791,3791,3791,Northwest College-Beaverton,Northwest College-Beaverton,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3792,3792,3792,3792,Northwest College-Clackamas,Northwest College-Clackamas,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3793,3793,3793,3793,Northwest College-Eugene,Northwest College-Eugene,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3794,3794,3794,3794,Northwest College-Hillsboro,Northwest College-Hillsboro,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3795,3795,3795,3795,Northwest College-Medford,Northwest College-Medford,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3796,3796,3796,3796,Northwest College-Tualatin,Northwest College-Tualatin,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3797,3797,3797,3797,Northwest Educational Center,Northwest Educational Center,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3798,3798,3798,3798,Northwest Florida State College,Northwest Florida State College,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3799,3799,3799,3799,Northwest HVAC/R Training Center,Northwest HVAC/R Training Center,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3800,3800,3800,3800,Northwest Indian College,Northwest Indian College,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3801,3801,3801,3801,Northwest Iowa Community College,Northwest Iowa Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3802,3802,3802,3802,Northwest Kansas Technical College,Northwest Kansas Technical College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3803,3803,3803,3803,Northwest Louisiana Technical Community College,Northwest Louisiana Technical Community College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3804,3804,3804,3804,Northwest Mississippi Community College,Northwest Mississippi Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3805,3805,3805,3805,Northwest Missouri State University,Northwest Missouri State University,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
3806,3806,3806,3806,Northwest Nazarene University,Northwest Nazarene University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,
3807,3807,3807,3807,Northwest School of Wooden Boat Building,Northwest School of Wooden Boat Building,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3808,3808,3808,3808,Northwest State Community College,Northwest State Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3809,3809,3809,3809,Northwest Technical College,Northwest Technical College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3810,3810,3810,3810,Northwest Technical Institute,Northwest Technical Institute,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3811,3811,3811,3811,Northwest Technology Center-Alva,Northwest Technology Center-Alva,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3812,3812,3812,3812,Northwest University,Northwest University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
3813,3813,3813,3813,Northwest University-College of Adult and Professional Studies,Northwest University-College of Adult and Professional Studies,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3814,3814,3814,3814,Northwest Vista College,Northwest Vista College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3815,3815,3815,3815,Northwest-Shoals Community College,Northwest-Shoals Community College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3816,3816,3816,3816,Northwestern College,Northwestern College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3817,3817,3817,3817,Northwestern College,Northwestern College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3818,3818,3818,3818,Northwestern Connecticut Community College,Northwestern Connecticut Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3819,3819,3819,3819,Northwestern Health Sciences University,Northwestern Health Sciences University,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,
3820,3820,3820,3820,Northwestern Michigan College,Northwestern Michigan College,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3821,3821,3821,3821,Northwestern Oklahoma State University,Northwestern Oklahoma State University,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
3822,3822,3822,3822,Northwestern Polytechnic University,Northwestern Polytechnic University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3823,3823,3823,3823,Northwestern State University of Louisiana,Northwestern State University of Louisiana,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3824,3824,3824,3824,Northwestern Technological Institute,Northwestern Technological Institute,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3825,3825,3825,3825,Northwestern University,Northwestern University,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3826,3826,3826,3826,Northwood University,Northwood University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
3827,3827,3827,3827,Norwalk Community College,Norwalk Community College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3828,3828,3828,3828,Norwich University,Norwich University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3829,3829,3829,3829,Nossi College of Art,Nossi College of Art,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3830,3830,3830,3830,Notre Dame College,Notre Dame College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3831,3831,3831,3831,Notre Dame de Namur University,Notre Dame de Namur University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
3832,3832,3832,3832,Notre Dame of Maryland University,Notre Dame of Maryland University,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3833,3833,3833,3833,Nouvelle Institute,Nouvelle Institute,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3834,3834,3834,3834,Nova Academy of Cosmetology,Nova Academy of Cosmetology,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3835,3835,3835,3835,Nova College de Puerto Rico,Nova College de Puerto Rico,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3836,3836,3836,3836,Nova Southeastern University,Nova Southeastern University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3837,3837,3837,3837,NTMA Training Centers of Southern California,NTMA Training Centers of Southern California,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3838,3838,3838,3838,NUC University,NUC University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3839,3839,3839,3839,NUC University - Florida Technical College - Cutler Bay,NUC University - Florida Technical College - Cutler Bay,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3840,3840,3840,3840,NUC University - Florida Technical College - Deland,NUC University - Florida Technical College - Deland,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3841,3841,3841,3841,NUC University - Florida Technical College - Kissimmee,NUC University - Florida Technical College - Kissimmee,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3842,3842,3842,3842,NUC University - Florida Technical College - Lakeland,NUC University - Florida Technical College - Lakeland,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3843,3843,3843,3843,NUC University - Florida Technical College - Orlando,NUC University - Florida Technical College - Orlando,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3844,3844,3844,3844,NUC University - Florida Technical College - Pembroke Pines,NUC University - Florida Technical College - Pembroke Pines,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3845,3845,3845,3845,NUC University - IBC Institute - Aguadilla,NUC University - IBC Institute - Aguadilla,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3846,3846,3846,3846,NUC University - IBC Institute - Arecibo,NUC University - IBC Institute - Arecibo,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3847,3847,3847,3847,NUC University - IBC Institute - Bayam?n,NUC University - IBC Institute - Bayam?n,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3848,3848,3848,3848,NUC University - IBC Institute - Caguas,NUC University - IBC Institute - Caguas,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3849,3849,3849,3849,NUC University - IBC Institute - Escorial,NUC University - IBC Institute - Escorial,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3850,3850,3850,3850,NUC University - IBC Institute - Fajardo,NUC University - IBC Institute - Fajardo,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3851,3851,3851,3851,NUC University - IBC Institute - Guayama,NUC University - IBC Institute - Guayama,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3852,3852,3852,3852,NUC University - IBC Institute - Los Colobos,NUC University - IBC Institute - Los Colobos,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3853,3853,3853,3853,NUC University - IBC Institute - Manat?,NUC University - IBC Institute - Manat?,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3854,3854,3854,3854,NUC University - IBC Institute - Mayag?ez,NUC University - IBC Institute - Mayag?ez,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3855,3855,3855,3855,NUC University - IBC Institute - Moca,NUC University - IBC Institute - Moca,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3856,3856,3856,3856,NUC University - IBC Institute - Ponce,NUC University - IBC Institute - Ponce,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3857,3857,3857,3857,NUC University - IBC Institute - Yauco,NUC University - IBC Institute - Yauco,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
3858,3858,3858,3858,Nueta Hidatsa Sahnish College,Nueta Hidatsa Sahnish College,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3859,3859,3859,3859,Nunez Community College,Nunez Community College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3860,3860,3860,3860,Nuvani Institute,Nuvani Institute,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3861,3861,3861,3861,Nuvani Institute,Nuvani Institute,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3862,3862,3862,3862,Nuvo College of Cosmetology,Nuvo College of Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3863,3863,3863,3863,Nyack College,Nyack College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
3864,3864,3864,3864,O C Collins Career Center,O C Collins Career Center,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3865,3865,3865,3865,O'Briens Aveda Institute,O'Briens Aveda Institute,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3866,3866,3866,3866,Oak Hills Christian College,Oak Hills Christian College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3867,3867,3867,3867,Oak Valley College,Oak Valley College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3868,3868,3868,3868,Oakland City University,Oakland City University,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
3869,3869,3869,3869,Oakland Community College,Oakland Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3870,3870,3870,3870,Oakland University,Oakland University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3871,3871,3871,3871,Oakton Community College,Oakton Community College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3872,3872,3872,3872,Oakwood University,Oakwood University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3873,3873,3873,3873,Oberlin College,Oberlin College,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3874,3874,3874,3874,Oblate School of Theology,Oblate School of Theology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
3875,3875,3875,3875,Occidental College,Occidental College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3876,3876,3876,3876,Ocean Corporation,Ocean Corporation,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3877,3877,3877,3877,Ocean County College,Ocean County College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3878,3878,3878,3878,Ocean County Vocational-Technical School,Ocean County Vocational-Technical School,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3879,3879,3879,3879,Oconee Fall Line Technical College,Oconee Fall Line Technical College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3880,3880,3880,3880,Odessa College,Odessa College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3881,3881,3881,3881,Oehrlein School of Cosmetology,Oehrlein School of Cosmetology,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3882,3882,3882,3882,Ogden-Weber Technical College,Ogden-Weber Technical College,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3883,3883,3883,3883,Ogeechee Technical College,Ogeechee Technical College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3884,3884,3884,3884,Oglala Lakota College,Oglala Lakota College,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3885,3885,3885,3885,Ogle School Hair Skin Nails-Arlington,Ogle School Hair Skin Nails-Arlington,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3886,3886,3886,3886,Ogle School Hair Skin Nails-Dallas,Ogle School Hair Skin Nails-Dallas,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3887,3887,3887,3887,Ogle School Hair Skin Nails-Denton,Ogle School Hair Skin Nails-Denton,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3888,3888,3888,3888,Ogle School Hair Skin Nails-Ft Worth,Ogle School Hair Skin Nails-Ft Worth,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3889,3889,3889,3889,Ogle School Hair Skin Nails-Hurst,Ogle School Hair Skin Nails-Hurst,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3890,3890,3890,3890,Ogle School Hair Skin Nails-North Dallas,Ogle School Hair Skin Nails-North Dallas,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3891,3891,3891,3891,Ogle School Hair Skin Nails-San Antonio,Ogle School Hair Skin Nails-San Antonio,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3892,3892,3892,3892,Ogle School Hair Skin Nails-Stafford,Ogle School Hair Skin Nails-Stafford,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3893,3893,3893,3893,Oglethorpe University,Oglethorpe University,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3894,3894,3894,3894,Ohel Margulia Seminary,Ohel Margulia Seminary,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3895,3895,3895,3895,Ohio Business College-Sandusky,Ohio Business College-Sandusky,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3896,3896,3896,3896,Ohio Business College-Sheffield,Ohio Business College-Sheffield,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3897,3897,3897,3897,Ohio Christian University,Ohio Christian University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3898,3898,3898,3898,Ohio Dominican University,Ohio Dominican University,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3899,3899,3899,3899,Ohio Institute of Allied Health,Ohio Institute of Allied Health,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3900,3900,3900,3900,Ohio Media School-Cincinnati,Ohio Media School-Cincinnati,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3901,3901,3901,3901,Ohio Media School-Columbus,Ohio Media School-Columbus,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3902,3902,3902,3902,Ohio Media School-Valley View,Ohio Media School-Valley View,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3903,3903,3903,3903,Ohio Medical Career College,Ohio Medical Career College,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3904,3904,3904,3904,Ohio Northern University,Ohio Northern University,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
3905,3905,3905,3905,Ohio State Beauty Academy,Ohio State Beauty Academy,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3906,3906,3906,3906,Ohio State College of Barber Styling,Ohio State College of Barber Styling,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
